elgowood;56,296296296296296296296296300;11,851851851851851851851851850;4,7619047619047619047619047600;20,0
sebi284;20;17;7;75
wismerhill69;20;17;7;75
alex94500;20;17;7;75
samsam98;51,351351351351351351351351350;11,191335740072202166064981950;7,500;60,0
guilleume;20;17;7;75
petocreil60;20;17;7;75
inoainoa;20;17;7;75
lafleurs51;20;17;7;75
titxu;63,598326359832635983263598330;6,3291139240506329113924050600;0;71,428571428571428571428571430
scorpion7421;20;17;7;75
ricard62540;56,901840490797546012269938650;28,00;13,297872340425531914893617020;36,00
steely;20;17;7;75
felro;20;17;7;75
tlo8kz7;20;17;7;75
trugillo;20;17;7;75
princedusud;20;17;7;75
gosth51;49,049429657794676806083650190;8,914728682170542635658914730;1,3333333333333333333333333300;53,333333333333333333333333330
ggugugus33;20;17;7;75
teckneo;22,961596125014415868988582630;16,577973160573808422026839430;4,9935428325441239776151528200;52,674897119341563786008230450
flo59110;34,653465346534653465346534650;14,851485148514851485148514850;14,705882352941176470588235290;0
vallenar;34,702549575070821529745042490;0,4261363636363636363636363600;0;91,66666666666666666666666667
bill_56;60,0;11,132075471698113207547169810;4,8128342245989304812834224600;35,714285714285714285714285710
bwolljung1;20;17;7;75
stecha0401;18,588770864946889226100151750;9,453302961275626423690205010;2,2222222222222222222222222200;59,090909090909090909090909090
spirall;20;17;7;75
melie77;64,055299539170506912442396310;0;0;0
kahmir87;57,391304347826086956521739130;11,304347826086956521739130430;6,4516129032258064516129032300;80,0
rayden2986;20;17;7;75
rosae;65,384615384615384615384615380;13,304721030042918454935622320;5,5555555555555555555555555600;33,333333333333333333333333330
nicojojo;20;17;7;75
johnbroute;20;17;7;75
64antho;14,25625161124001031193606600;3,5695809622348680807035695800;0,5671077504725897920604914900;78,082191780821917808219178080
phil3660;20;17;7;75
tamcoha;20;17;7;75
taillo63670;45,238095238095238095238095240;13,492063492063492063492063490;8,333333333333333333333333330;50,0
lolokilla1;20;17;7;75
pirate37200;46,479872317786841638588402200;3,1283327408460718094560966900;1,7325392528424472116946399600;61,946902654867256637168141590
lehcim;20;17;7;75
kaprika6;19,135308246597277822257806240;6,816359262229350441058540500;1,2500;75,00
johann boulas;59,641255605381165919282511210;13,901345291479820627802690580;5,6818181818181818181818181800;50,0
fred282899;20;17;7;75
cedric25;20;17;7;75
dumeemay;20;17;7;75
kingofthenorth;32,075471698113207547169811320;17,715827338129496402877697840;0,6872852233676975945017182100;69,444444444444444444444444440
miskin badel;79,65367965367965367965367965;53,246753246753246753246753250;19,298245614035087719298245610;50,0
nero0;34,482758620689655172413793100;19,827586206896551724137931030;6,6666666666666666666666666700;25,00
pollux60710;20;17;7;75
kamadja50;20;17;7;75
souly31;62,209302325581395348837209300;10,465116279069767441860465120;1,7241379310344827586206896600;60,0
pat_nic_10;20;17;7;75
towakpok;20;17;7;75
davidbeber3;20;17;7;75
polak33;20;17;7;75
patrico;61,977186311787072243346007600;3,048780487804878048780487800;2,1008403361344537815126050400;60,714285714285714285714285710
chanel888;20;17;7;75
franco197799;20;17;7;75
nzstyle;61,842105263157894736842105260;29,139072847682119205298013250;7,6923076923076923076923076900;57,142857142857142857142857140
lion7;20;17;7;75
aldemayor397;38,916256157635467980295566500;9,326744904261890055589870290;3,9501039501039501039501039500;63,636363636363636363636363640
tonybob99;20;17;7;75
joss44;20;17;7;75
bwinie;20;17;7;75
choco2015;20;17;7;75
carrecoeur97;77,413127413127413127413127410;10,424710424710424710424710420;5,2631578947368421052631578900;17,647058823529411764705882350
menhir29;20;17;7;75
hr824;20;17;7;75
sgi67;30,327868852459016393442622950;12,396694214876033057851239670;0;71,428571428571428571428571430
soso33000;20;17;7;75
rafoilcions;18,910410725528684122810266290;11,489519569653125579669820070;2,3218574859887910328262610100;52,893674293405114401076716020
pekls;62,211981566820276497695852530;15,668202764976958525345622120;5,9701492537313432835820895500;28,571428571428571428571428570
athena45;20;17;7;75
cocorico555;53,030303030303030303030303030;25,00;11,764705882352941176470588240;66,666666666666666666666666670
nono7711;20;17;7;75
papatore59;53,619909502262443438914027150;2,509505703422053231939163500;2,2624434389140271493212669700;84,00
mamiche95110;20;17;7;75
fou610;55,172413793103448275862068970;15,862068965517241379310344830;5,7692307692307692307692307700;33,333333333333333333333333330
hatem70400;50,609756097560975609756097560;0,6109979633401221995926680200;1,6077170418006430868167202600;43,7500
razgondin;20;17;7;75
adenaden;20;17;7;75
bibiman50;20;17;7;75
rud83;20;17;7;75
majmod35;37,178166838311019567456230690;1,6546018614270941054808686700;0;76,190476190476190476190476190
aurel27000;20;17;7;75
kkhuette;61,363636363636363636363636360;8,285895003162555344718532570;4,4596912521440823327615780400;62,962962962962962962962962960
olafish30;20;17;7;75
keriti93;20;17;7;75
guillermog51;73,557692307692307692307692310;15,865384615384615384615384620;4,3478260869565217391304347800;40,0
pasquett06;20;17;7;75
beuz6269;77,777777777777777777777777780;25,925925925925925925925925930;17,142857142857142857142857140;0
steve311;20;17;7;75
boboll44;20;17;7;75
delcointro74;35,211267605633802816901408450;0,7042253521126760563380281700;0;0
etn4919;20;17;7;75
jt00766;86,91588785046728971962616822;24,299065420560747663551401870;16,666666666666666666666666670;12,500
eticash;20;17;7;75
mitchy1301;20;17;7;75
philou1969;52,763819095477386934673366830;8,040201005025125628140703520;11,428571428571428571428571430;75,00
chetemi80;20;17;7;75
maxlamenax;38,888888888888888888888888890;13,888888888888888888888888890;13,725490196078431372549019610;42,857142857142857142857142860
macnino;20;17;7;75
zoekiki17;75,362318840579710144927536230;16,466876971608832807570977920;8,474576271186440677966101690;42,592592592592592592592592590
jim 971;20;17;7;75
gisou173;49,045226130653266331658291460;6,6532258064516129032258064500;4,4619422572178477690288713900;37,142857142857142857142857140
yakala99;20;17;7;75
polo1199;20;17;7;75
galochon-12;35,849056603773584905660377360;22,169811320754716981132075470;0;33,333333333333333333333333330
manu77777;20;17;7;75
amikiri;27,350427350427350427350427350;17,241379310344827586206896550;4,1916167664670658682634730500;54,166666666666666666666666670
meo38470;20;17;7;75
meljax;81,01265822784810126582278481;5,4487179487179487179487179500;1,4598540145985401459854014600;33,333333333333333333333333330
alfranc1;27,049952874646559849198868990;8,187411263606247042120208230;1,5600624024960998439937597500;80,43478260869565217391304348
ralermavie;20;17;7;75
97francky;51,398264223722275795564127290;5,8365758754863813229571984400;4,785894206549118387909319900;51,428571428571428571428571430
romdix;20;17;7;75
aca23;37,634408602150537634408602150;18,817204301075268817204301080;4,1666666666666666666666666700;37,500
tioneb42;44,474393530997304582210242590;12,162162162162162162162162160;0,9174311926605504587155963300;50,0
foissac82300;20;17;7;75
poker7199;20;17;7;75
alex4688;20;17;7;75
espritlibre;23,448275862068965517241379310;14,878892733564013840830449830;2,3529411764705882352941176500;66,666666666666666666666666670
maxroussel;20;17;7;75
rinrin;20;17;7;75
encolere;20;17;7;75
balto39;20;17;7;75
hyene26;62,424242424242424242424242420;21,604938271604938271604938270;4,3478260869565217391304347800;0
space god;64,084507042253521126760563380;24,808935920047031158142269250;5,5363321799307958477508650500;45,833333333333333333333333330
scfrip;20;17;7;75
zimu91;20;17;7;75
nysun;18,709677419354838709677419350;0;0;100
mika0799;20;17;7;75
robloche67;62,248322147651006711409395970;4,789915966386554621848739500;1,1286681715575620767494356700;46,428571428571428571428571430
raphetdelizia10;20;17;7;75
jimlaferaille;20;17;7;75
mjoe1;39,779005524861878453038674030;7,1823204419889502762430939200;8,196721311475409836065573770;100
arozablan;16,783216783216783216783216780;11,971830985915492957746478870;0;100
a_pickmoney;38,461538461538461538461538460;16,783216783216783216783216780;0;33,333333333333333333333333330
glo6499;20;17;7;75
palval;20;17;7;75
kymz80;20;17;7;75
cathyyyyyyyyyy;64,661654135338345864661654140;10,606060606060606060606060610;7,6923076923076923076923076900;0
erwancito;40,512048192771084337349397590;3,2061068702290076335877862600;3,5555555555555555555555555600;64,285714285714285714285714290
louloufemme;20;17;7;75
geof01;20;17;7;75
fausto_coppi;88,99883585564610011641443539;41,272621132516053706946876820;7,7798861480075901328273244800;46,052631578947368421052631580
lou1342;81,45161290322580645161290323;5,6451612903225806451612903200;4,4444444444444444444444444400;50,0
tlstou;20,900624778969704114110574090;14,696165191740412979351032450;3,1151949798296727924697445100;74,641148325358851674641148330
davidlife301175;20;17;7;75
ciprine51;20;17;7;75
severine473;20;17;7;75
eulseb;39,897698209718670076726342710;6,6581306017925736235595390500;4,1509433962264150943396226400;69,230769230769230769230769230
scrameustache;20,170051960321209258384506380;17,076631977294228949858088930;5,5987558320373250388802488300;61,111111111111111111111111110
tysiana28;20;17;7;75
ddyou;20;17;7;75
akwel59240;60,576923076923076923076923080;14,423076923076923076923076920;0;25,00
paki8288;20;17;7;75
jeanrage;14,871194379391100702576112410;11,019929660023446658851113720;1,0309278350515463917525773200;84,61538461538461538461538462
mws69;20;17;7;75
raychougar;20;17;7;75
fishoushark;46,825396825396825396825396830;21,428571428571428571428571430;11,320754716981132075471698110;50,0
pat30888;62,895927601809954751131221720;12,217194570135746606334841630;1,0638297872340425531914893600;54,545454545454545454545454550
jokergirl;43,689320388349514563106796120;8,737864077669902912621359220;6,4516129032258064516129032300;100
quentin a;20;17;7;75
houari 74;56,410256410256410256410256410;6,8376068376068376068376068400;0;75,00
michel971999;72,142857142857142857142857140;20,143884892086330935251798560;6,3829787234042553191489361700;0
opaline45;20;17;7;75
lemarseillais88;20;17;7;75
crotale;29,420970266040688575899843510;22,100313479623824451410658310;5,3571428571428571428571428600;40,740740740740740740740740740
trikart51;65,243902439024390243902439020;0,6097560975609756097560975600;0;60,0
spawn30;20;17;7;75
kazata99;40,0;0;0;100
caribou44550;20;17;7;75
faremoutix;20;17;7;75
dmdidi;55,585831062670299727520435970;15,803814713896457765667574930;7,0312500;41,666666666666666666666666670
taz28150;20;17;7;75
wallaxclay;20;17;7;75
taureaurouge;20;17;7;75
felgueiras1;53,430353430353430353430353430;6,4449064449064449064449064400;1,7441860465116279069767441900;66,666666666666666666666666670
kerrian08;20;17;7;75
dada1971;20;17;7;75
derchigny;20;17;7;75
gchouchou;80,0;1,5424164524421593830334190200;0,7092198581560283687943262400;100
cashcash28;20;17;7;75
juju510;20;17;7;75
jihed88;20;17;7;75
jlvermee62;20;17;7;75
c3ndar;20;17;7;75
pandadapan;20;17;7;75
ch poket;20;17;7;75
choubert4899;34,716157205240174672489082970;3,7362637362637362637362637400;0;66,666666666666666666666666670
francky30;43,589743589743589743589743590;5,1282051282051282051282051300;2,4390243902439024390243902400;0
ossature09;20;17;7;75
mickeas;20;17;7;75
moha046;20;17;7;75
careneur29;20;17;7;75
yzcr16;20;17;7;75
m.smith.;20;17;7;75
maxmouli;72,824919441460794844253490870;23,840345199568500539374325780;16,434540389972144846796657380;37,142857142857142857142857140
ws59;20;17;7;75
metropoker55;20;17;7;75
attillas07;54,892307692307692307692307690;10,359801488833746898263027300;3,8602941176470588235294117600;51,515151515151515151515151520
bosnian57;20;17;7;75
bobrun60;20;17;7;75
sindakid;20;17;7;75
vyto62;37,735849056603773584905660380;0;0;100
loicsann58;48,784194528875379939209726440;8,371385083713850837138508370;1,6806722689075630252100840300;73,076923076923076923076923080
happy30330;20;17;7;75
kazanpumba;20;17;7;75
leobef89;20;17;7;75
thomasone5757;75,494071146245059288537549410;20,967741935483870967741935480;7,7922077922077922077922077900;45,454545454545454545454545450
gatsette;20;17;7;75
dockerrrr;20;17;7;75
callou22;92,12598425196850393700787402;16,535433070866141732283464570;2,1276595744680851063829787200;14,285714285714285714285714290
tom440;43,493975903614457831325301200;10,386473429951690821256038650;4,3046357615894039735099337700;57,142857142857142857142857140
julien15;20;17;7;75
tosscool;44,067796610169491525423728810;11,111111111111111111111111110;1,6393442622950819672131147500;22,222222222222222222222222220
jackfreeze3;20;17;7;75
la rate;60,256410256410256410256410260;16,393442622950819672131147540;13,186813186813186813186813190;46,666666666666666666666666670
ethiokiki;20;17;7;75
walter09300;20;17;7;75
charleine79;20;17;7;75
pekopek;41,477272727272727272727272730;17,613636363636363636363636360;3,0303030303030303030303030300;50,0
regisdu52;20;17;7;75
marcoroberto;20;17;7;75
k-ray;73,214285714285714285714285710;7,7380952380952380952380952400;6,4516129032258064516129032300;33,333333333333333333333333330
dollarz;20;17;7;75
lartiste84;52,071005917159763313609467460;15,976331360946745562130177510;2,0408163265306122448979591800;100
oliviercmoi57;20;17;7;75
kareas75;52,941176470588235294117647060;1,6806722689075630252100840300;4,1666666666666666666666666700;50,0
rolling07;57,827073355180236954877741370;18,888888888888888888888888890;3,2128514056224899598393574300;36,641221374045801526717557250
phil0377;58,620689655172413793103448280;9,302325581395348837209302330;7,6923076923076923076923076900;20,0
trivette0666;20;17;7;75
bb singe noe;20;17;7;75
niamor99;20;17;7;75
lexoviii;20;17;7;75
roc1957;20;17;7;75
jackryan38;20;17;7;75
v3n3r;54,693877551020408163265306120;11,934156378600823045267489710;4,5584045584045584045584045600;34,285714285714285714285714290
